fips,name,population,population18To34,population18To34_me,population18To34_p,population18To34_pme,white,white_me,white_p,white_pme,minority,minority_me,minority_p,minority_pme,neverMarried,neverMarried_me,neverMarried_p,neverMarried_pme,liveAlone,liveAlone_me,liveAlone_p,liveAlone_pme,educationBachelor,educationBachelor_me,educationBachelor_p,educationBachelor_pme,civilian,veteran,veteran_me,veteran_p,veteran_pme,foreignBorn,foreignBorn_me,foreignBorn_p,foreignBorn_pme,otherLanguage,otherLanguage_me,otherLanguage_p,otherLanguage_pme,medianEarnings,medianEarnings_me,povertyUniverse,poverty,poverty_me,poverty_p,poverty_pme,employed,employed_me,employed_p,employed_pme,commuter,droveToWork,droveToWork_me,droveToWork_p,droveToWork_pme,liveWithParent,liveWithParent_me,liveWithParent_p,liveWithParent_pme
30340,"Lewiston-Auburn, ME",107634,22985,92,21.355,0.08547,20815,23,90.56,0.4,2170,99,9.44,0.4,15360,537,66.83,2.27,1450,273,6.31,1.19,3500,346,15.23,1.51,22905,795,172,3.47,0.75,710,170,3.09,0.74,1425,239,6.2,1.03,31194,,20970,4095,455,19.53,2.09,16240,452,70.65,1.95,15995,13925,546,87.06,1.97,5930,522,25.8,2.26
30380,"Lewistown, PA",46698,8330,82,17.838,0.1756,8000,22,96.04,0.95,325,83,3.9,0.96,4550,280,54.62,3.31,310,97,3.72,1.16,870,158,10.44,1.91,8325,255,89,3.06,1.06,90,45,1.08,0.54,935,180,11.22,2.15,31407,,8270,1590,281,19.23,3.42,5295,231,63.57,2.81,5220,4705,246,90.13,2.65,2805,260,33.67,3.07
30420,"Lexington, NE",26261,5215,125,19.858,0.47599,2765,52,53.02,1.17,2450,110,46.98,1.18,2880,250,55.23,4.63,290,103,5.56,1.99,410,112,7.86,2.16,5215,115,62,2.21,1.17,1490,207,28.57,3.95,2210,131,42.38,2.17,26042,,5145,900,189,17.49,3.66,3855,225,73.92,3.77,3795,3500,224,92.23,2.5,1540,230,29.53,4.51
30460,"Lexington-Fayette, KY",478699,129575,339,27.068,0.07082,99790,64,77.01,0.21,29785,348,22.99,0.21,82755,1405,63.87,1.07,12015,831,9.27,0.64,34950,1266,26.97,0.97,129420,2575,435,1.99,0.34,13330,635,10.29,0.48,16030,637,12.37,0.48,31982,,118755,31565,1295,26.58,1.07,88255,1174,68.11,0.87,86680,76990,1103,88.82,0.81,22985,1039,17.74,0.81
30580,"Liberal, KS",23146,6075,106,26.246,0.45796,1730,19,28.48,0.5,4345,105,71.52,0.49,3395,293,55.88,4.58,295,127,4.86,2.1,510,159,8.4,2.64,6075,110,75,1.81,1.24,2730,306,44.94,5.06,3890,175,64.03,2.84,27204,,5755,1270,287,22.07,4.92,4195,306,69.05,4.75,4130,3660,333,88.62,4.33,1425,276,23.46,4.5
30620,"Lima, OH",105895,23840,118,22.513,0.11143,19090,97,80.08,0.61,4750,163,19.92,0.61,15645,482,65.63,2.01,1375,272,5.77,1.14,3125,331,13.11,1.38,23825,545,147,2.29,0.62,370,155,1.55,0.65,1065,244,4.47,1.02,31585,,22000,5565,468,25.3,2.1,15900,472,66.69,2,15700,14745,456,93.92,1.35,6985,474,29.3,1.98
30660,"Lincoln, IL",30177,7540,84,24.986,0.27836,4760,450,63.13,5.94,2780,450,36.87,5.95,5260,315,69.76,4.15,485,240,6.43,3.18,795,170,10.54,2.27,7535,110,65,1.46,0.85,205,94,2.72,1.24,520,150,6.9,1.96,29406,,4140,1355,219,32.73,6.47,3390,499,44.96,6.53,3340,2910,536,87.13,5.01,265,359,3.51,4.76
30700,"Lincoln, NE",306697,90905,85,29.64,0.02771,75605,87,83.17,0.13,15300,129,16.83,0.13,60125,1055,66.14,1.15,9200,641,10.12,0.7,22530,960,24.78,1.06,90660,2345,340,2.59,0.37,8300,632,9.13,0.7,11185,660,12.3,0.73,31983,,80125,20410,936,25.47,1.14,67310,956,74.04,1.06,66020,58995,1004,89.36,0.83,12575,742,13.83,0.82
30780,"Little Rock-North Little Rock-Conway, AR",709447,173030,404,24.389,0.05695,110805,126,64.04,0.17,62230,432,35.96,0.17,100460,1964,58.06,1.17,16085,1091,9.3,0.63,37030,1105,21.4,0.64,169760,6380,654,3.76,0.38,10765,834,6.22,0.48,14900,771,8.61,0.45,30743,,166905,32830,1685,19.67,1,117490,1685,67.9,0.96,118575,112160,1715,94.59,0.6,44975,1840,25.99,1.07
30820,"Lock Haven, PA",39501,10340,71,26.177,0.17974,9525,22,92.12,0.63,815,71,7.88,0.64,7850,213,75.92,1.88,500,113,4.84,1.09,1340,211,12.96,2.05,10315,295,88,2.86,0.85,195,84,1.89,0.81,620,109,6,1.05,26891,,8165,2490,293,30.5,3.34,5715,323,55.27,3.14,5685,5025,320,88.39,2.29,2210,256,21.37,2.51
30860,"Logan, UT-ID",126982,41060,183,32.335,0.14411,35050,30,85.36,0.4,6010,191,14.64,0.4,20890,844,50.88,2.02,1485,267,3.62,0.65,8450,508,20.58,1.23,41055,640,171,1.56,0.41,3285,402,8,0.97,6530,457,15.9,1.09,28424,,37500,9725,707,25.93,1.88,28805,592,70.15,1.46,28560,24040,724,84.17,1.77,7200,569,17.54,1.38
30880,"Logan, WV",36442,7075,107,19.414,0.29362,6735,24,95.19,1.44,340,108,4.81,1.45,3145,306,44.45,4.14,300,119,4.24,1.68,470,164,6.64,2.33,7075,150,66,2.12,0.94,30,22,0.42,0.3,140,81,1.98,1.14,32313,,6875,1705,300,24.8,4.18,3620,279,51.17,3.98,3510,3350,286,95.44,2.51,1960,288,27.7,4.11
30900,"Logansport, IN",38802,7730,108,19.922,0.27834,5805,98,75.1,1.67,1925,148,24.9,1.66,4480,260,57.96,3.2,375,134,4.85,1.72,815,197,10.54,2.56,7730,130,86,1.68,1.11,1215,167,15.72,2.11,1535,159,19.86,2.1,26532,,7475,1705,228,22.81,3.05,5195,253,67.21,3.08,5125,4835,251,94.34,2.15,2215,238,28.65,3.04
30940,"London, KY",126761,27360,158,21.584,0.12464,26065,104,95.27,0.67,1295,191,4.73,0.68,13855,685,50.64,2.48,925,232,3.38,0.85,2835,342,10.36,1.25,27345,715,222,2.61,0.81,620,178,2.27,0.65,750,200,2.74,0.73,26222,,25825,7460,601,28.89,2.35,15065,601,55.06,2.17,14720,13915,571,94.53,1.44,8000,640,29.24,2.36
30980,"Longview, TX",215406,49055,209,22.773,0.09703,29445,30,60.02,0.26,19610,209,39.98,0.26,27330,859,55.71,1.74,2670,386,5.44,0.79,5495,531,11.2,1.08,49030,1330,261,2.71,0.53,5665,456,11.55,0.92,9135,448,18.62,0.89,29700,,44640,8680,737,19.44,1.62,31705,895,64.63,1.83,31275,29220,822,93.43,1.14,13240,657,26.99,1.36
31020,"Longview, WA",102110,19805,102,19.396,0.09989,16180,28,81.7,0.42,3625,103,18.3,0.42,11865,564,59.91,2.81,870,197,4.39,1,1690,302,8.53,1.53,19720,910,257,4.61,1.3,1170,246,5.91,1.24,2055,270,10.38,1.36,33642,,19625,5010,520,25.53,2.61,11655,546,58.85,2.76,11315,10650,506,94.12,1.4,5385,393,27.19,1.96
31060,"Los Alamos, NM",17979,2755,119,15.323,0.66188,1790,19,64.97,2.8,965,121,35.03,2.88,1580,200,57.35,7.33,415,117,15.06,4.12,1135,199,41.2,6.59,2735,70,41,2.56,1.54,400,145,14.52,5.16,580,161,21.05,5.82,46750,,2730,390,133,14.29,4.69,1815,199,65.88,6.99,1805,1505,182,83.38,5.49,720,214,26.13,8.02
31080,"Los Angeles-Long Beach-Anaheim, CA",12945252,3298900,,25.483,,870645,752,26.39,0.03,2428255,753,73.61,0.03,2397780,6315,72.68,0.19,186675,3059,5.66,0.09,778675,6013,23.6,0.19,3294210,40720,1383,1.24,0.05,1034160,7941,31.35,0.24,1903285,6805,57.69,0.2,33667,,3211215,577020,7029,17.97,0.22,2100805,6874,63.68,0.21,2057425,1712280,7780,83.22,0.23,1255160,8024,38.05,0.24
31140,"Louisville/Jefferson County, KY-IN",1244880,274040,394,22.013,0.03165,204910,89,74.77,0.11,69130,401,25.23,0.11,173280,2109,63.23,0.76,23315,912,8.51,0.33,61785,1359,22.55,0.49,273355,6330,652,2.32,0.24,21200,914,7.74,0.33,25520,848,9.31,0.31,31998,,265400,50675,1740,19.09,0.66,192425,1873,70.22,0.67,188425,173100,1957,91.87,0.5,81610,1712,29.78,0.62
31180,"Lubbock, TX",294530,91600,163,31.1,0.05534,52070,118,56.84,0.18,39535,215,43.16,0.17,61760,1270,67.42,1.39,9110,570,9.95,0.62,17190,929,18.77,1.01,91510,2110,411,2.31,0.45,5975,518,6.52,0.56,19165,949,20.92,1.04,29311,,82830,25580,1186,30.88,1.43,61330,1315,66.95,1.4,59720,55145,1428,92.34,0.99,15815,1040,17.27,1.13
31220,"Ludington, MI",28648,4930,71,17.209,0.24784,4465,10,90.57,1.32,465,72,9.43,1.32,2870,171,58.22,3.48,355,97,7.2,1.98,635,140,12.88,2.82,4920,140,67,2.85,1.35,85,57,1.72,1.15,220,87,4.46,1.75,26677,,4880,1315,181,26.95,3.66,3190,198,64.71,3.92,3115,2805,187,90.05,2.94,1345,230,27.28,4.71
31260,"Lufkin, TX",87042,18935,105,21.754,0.12063,10720,13,56.61,0.31,8215,106,43.39,0.32,10085,528,53.26,2.8,840,226,4.44,1.19,2085,376,11.01,1.98,18885,740,225,3.92,1.19,2145,285,11.33,1.49,4155,277,21.94,1.45,25736,,18185,4240,508,23.32,2.81,12465,490,65.83,2.64,12215,11520,527,94.31,1.56,5395,535,28.49,2.85
31300,"Lumberton, NC",134535,31965,51,23.76,0.03791,7445,49,23.29,0.15,24525,64,76.72,0.15,23415,577,73.25,1.81,1340,254,4.19,0.8,2330,349,7.29,1.09,31790,520,160,1.64,0.5,3455,273,10.81,0.85,3965,265,12.4,0.83,25751,,30295,10975,758,36.23,2.56,15600,664,48.8,2.06,15420,14730,707,95.53,1.13,12065,626,37.74,1.96
31340,"Lynchburg, VA",253959,60125,545,23.675,0.2146,44615,279,74.2,0.52,15510,426,25.8,0.52,41350,878,68.77,1.48,3310,417,5.51,0.69,10965,774,18.24,1.31,59865,1320,286,2.2,0.47,2825,355,4.7,0.58,3875,446,6.44,0.73,30860,,51155,12325,1083,24.09,2.08,37315,1083,62.06,1.56,36700,32660,1051,88.99,1.23,16250,1103,27.03,1.87
31380,"Macomb, IL",32549,12875,189,39.556,0.58066,10555,19,81.98,1.23,2320,193,18.02,1.24,10610,401,82.41,2.55,1100,250,8.54,1.96,2190,294,17.01,2.32,12850,330,111,2.57,0.87,445,182,3.46,1.42,1010,251,7.84,1.95,30229,,8145,3630,547,44.57,4.06,6725,460,52.23,3.59,6530,5295,432,81.09,3.32,1220,276,9.48,2.15
31420,"Macon, GA",232202,52130,358,22.45,0.15418,24120,100,46.27,0.32,28010,343,53.73,0.32,36390,998,69.81,1.83,3420,447,6.56,0.85,7545,595,14.47,1.16,52095,1070,267,2.05,0.51,2595,251,4.98,0.47,3065,308,5.88,0.59,29336,,47685,12310,808,25.82,1.59,29810,821,57.18,1.51,29090,27090,772,93.12,1.06,17360,923,33.3,1.73
31460,"Madera, CA",151435,36535,237,24.126,0.1565,9670,37,26.47,0.19,26870,237,73.55,0.2,24160,829,66.13,2.24,830,196,2.27,0.54,2170,386,5.94,1.06,36535,595,183,1.63,0.5,10820,815,29.62,2.24,20010,663,54.77,1.81,25824,,33445,8260,835,24.7,2.49,18835,881,51.55,2.4,14220,13040,856,91.7,1.89,11460,907,31.37,2.5
31500,"Madison, IN",32449,7100,96,21.88,0.29585,6510,12,91.69,1.25,590,97,8.31,1.25,4430,317,62.39,4.25,305,130,4.3,1.83,670,178,9.44,2.47,7100,110,70,1.55,0.99,320,65,4.51,0.9,350,84,4.93,1.17,31343,,5690,925,229,16.26,3.91,4295,305,60.49,4.35,4205,3780,319,89.89,2.97,1555,261,21.9,3.65
31540,"Madison, WI",614019,166565,181,27.127,0.02948,132545,110,79.58,0.12,34020,229,20.42,0.12,116130,1271,69.72,0.76,20530,1033,12.33,0.62,58260,1647,34.98,0.99,166355,2945,362,1.77,0.22,16190,789,9.72,0.47,22715,883,13.64,0.53,35998,,156340,36635,1374,23.43,0.86,127155,1291,76.34,0.77,124585,95550,1358,76.69,0.9,26495,1159,15.91,0.7
31580,"Madisonville, KY",46810,9415,151,20.113,0.32258,8150,9,86.56,1.39,1265,152,13.44,1.4,4920,365,52.26,3.78,655,197,6.96,2.05,1095,224,11.63,2.38,9400,285,110,3.03,1.16,135,79,1.43,0.84,395,141,4.2,1.48,28311,,9185,2210,304,24.06,3.24,6065,347,64.42,3.45,6060,5765,345,95.13,1.81,3040,358,32.29,3.81
31620,"Magnolia, AR",24512,6460,96,26.354,0.39164,3645,22,56.42,0.85,2820,100,43.65,0.9,4550,283,70.43,4,435,154,6.73,2.39,955,227,14.78,3.53,6460,95,79,1.47,1.23,455,177,7.04,2.68,495,182,7.66,2.75,31355,,5325,2155,328,40.47,5.74,3635,273,56.27,4.16,3560,3120,288,87.64,4.47,1540,330,23.84,5.03
31660,"Malone, NY",51676,12390,214,23.976,0.41412,9205,28,74.29,1.29,3185,215,25.71,1.29,8700,376,70.22,2.59,685,170,5.53,1.37,1490,230,12.03,1.81,12375,200,97,1.62,0.78,470,129,3.79,1.04,1080,189,8.72,1.49,31281,,8935,2185,336,24.45,3.39,6090,324,49.15,2.68,5920,4940,336,83.45,2.67,2970,363,23.97,2.94
31680,"Malvern, AR",33182,6895,92,20.779,0.27726,5545,14,80.42,1.11,1350,95,19.58,1.12,3830,314,55.55,4.61,375,144,5.44,2.08,515,158,7.47,2.29,6860,300,131,4.37,1.91,135,93,1.96,1.35,210,105,3.05,1.51,25648,,6335,1285,264,20.28,4.18,4430,313,64.25,4.37,4325,4090,320,94.57,2.59,1895,334,27.48,4.79
31700,"Manchester-Nashua, NH",402017,84610,73,21.046,0.01816,70980,168,83.89,0.21,13635,178,16.12,0.21,56915,1082,67.27,1.29,4955,459,5.86,0.54,23425,1005,27.69,1.19,84560,1865,326,2.21,0.38,8585,575,10.15,0.68,12065,700,14.26,0.83,38381,,80765,9480,952,11.74,1.16,62705,990,74.11,1.18,61415,56385,1103,91.81,0.77,27695,1076,32.73,1.27
31740,"Manhattan, KS",95252,42320,147,44.43,0.15433,33930,24,80.17,0.28,8385,147,19.81,0.28,29475,693,69.65,1.65,3650,409,8.62,0.97,8930,562,21.1,1.33,36510,1385,290,3.79,0.8,2525,342,5.97,0.81,3535,362,8.35,0.86,30060,,33600,11880,809,35.36,2.22,22635,744,53.49,1.77,28020,21105,797,75.32,2.18,3295,424,7.79,1
31820,"Manitowoc, WI",81098,14845,161,18.305,0.19853,13030,14,87.77,0.95,1815,161,12.23,0.95,8940,414,60.22,2.84,1405,217,9.46,1.47,2265,265,15.26,1.8,14810,380,113,2.57,0.77,565,178,3.81,1.18,1525,198,10.27,1.28,32441,,14725,2050,332,13.92,2.22,11175,346,75.28,2.01,11090,10300,342,92.88,1.17,5045,358,33.98,2.53
31860,"Mankato-North Mankato, MN",97353,33000,235,33.897,0.24139,29255,20,88.65,0.63,3740,235,11.33,0.63,24660,519,74.73,1.66,2295,269,6.95,0.83,6235,503,18.89,1.51,32990,695,168,2.11,0.51,1640,264,4.97,0.79,2540,336,7.7,1,31939,,28160,9045,634,32.12,2.13,24740,597,74.97,1.59,24235,20660,644,85.25,1.64,4015,429,12.17,1.3
31900,"Mansfield, OH",123387,25325,173,20.525,0.14021,20300,46,80.16,0.55,5020,170,19.82,0.54,15640,595,61.76,2.35,1325,281,5.23,1.11,2765,436,10.92,1.71,25250,610,175,2.42,0.69,260,164,1.03,0.64,1190,258,4.7,1,29765,,21995,4775,480,21.71,2.13,15225,520,60.12,2.1,14845,13975,550,94.14,1.32,6995,564,27.62,2.27
31930,"Marietta, OH",61600,12115,135,19.667,0.21916,11465,31,94.63,1.12,650,142,5.37,1.11,7095,410,58.56,3.27,830,196,6.85,1.61,1370,207,11.31,1.7,12105,395,120,3.26,0.99,190,92,1.57,0.75,340,108,2.81,0.89,28290,,11150,2620,386,23.5,3.36,7375,371,60.87,2.92,7065,6455,390,91.37,2.78,3605,366,29.76,2.99
31940,"Marinette, WI-MI",65549,11225,107,17.125,0.16324,10475,13,93.32,0.88,755,109,6.73,0.91,6715,276,59.82,2.34,885,171,7.88,1.53,1240,193,11.05,1.7,11225,180,64,1.6,0.58,155,81,1.38,0.72,400,118,3.56,1.04,33144,,10750,2025,265,18.84,2.46,7740,287,68.95,2.38,7615,7010,280,92.06,1.84,2895,303,25.79,2.67
31980,"Marion, IN",69671,16315,155,23.417,0.22247,14175,14,86.88,0.81,2145,153,13.15,0.81,11575,366,70.95,2.38,565,159,3.46,0.98,1915,309,11.74,1.88,16290,260,101,1.6,0.61,355,131,2.18,0.8,675,154,4.14,0.94,27927,,12125,3155,380,26.02,2.99,9960,375,61.05,2.3,9840,7445,423,75.66,3.12,3825,380,23.44,2.39
32000,"Marion, NC",44963,8635,213,19.205,0.47372,7155,26,82.86,2.05,1485,213,17.2,2.05,5190,482,60.1,5.22,435,147,5.04,1.73,1000,282,11.58,3.3,8610,110,61,1.28,0.71,665,201,7.7,2.25,900,173,10.42,1.89,30147,,8365,2155,376,25.76,4.37,5330,359,61.73,3.91,5220,4975,362,95.31,2.09,3045,325,35.26,3.8
32020,"Marion, OH",66323,14450,227,21.787,0.34226,12275,11,84.95,1.33,2175,226,15.05,1.33,8595,364,59.48,2.39,640,193,4.43,1.33,1165,213,8.06,1.46,14450,520,203,3.6,1.4,295,147,2.04,1,740,222,5.12,1.51,29597,,12215,3110,357,25.46,2.89,8205,389,56.78,2.66,8100,7880,398,97.28,1.12,3485,338,24.12,2.41
32100,"Marquette, MI",67358,18265,95,27.116,0.14104,16670,19,91.27,0.47,1590,96,8.71,0.48,13835,371,75.75,1.94,1590,238,8.71,1.3,3130,320,17.14,1.72,18205,445,115,2.44,0.64,165,66,0.9,0.36,620,134,3.39,0.74,26696,,15615,4620,404,29.59,2.43,11710,453,64.11,2.47,11535,9850,509,85.39,2.25,4685,457,25.65,2.49
32140,"Marshall, MN",25703,6720,123,26.145,0.47854,5485,16,81.62,1.5,1235,122,18.38,1.48,4675,246,69.57,3.75,765,170,11.38,2.56,1660,202,24.7,2.97,6720,175,69,2.6,1.03,625,165,9.3,2.4,1010,124,15.03,1.71,33736,,5925,1525,252,25.74,4.18,5040,275,75,3.61,4975,4410,280,88.64,2.64,985,238,14.66,3.51
32180,"Marshall, MO",23324,5465,104,23.431,0.44589,4175,13,76.4,1.56,1290,109,23.6,1.56,3390,191,62.03,3.18,190,77,3.48,1.41,720,171,13.17,3.07,5460,150,78,2.75,1.41,570,149,10.43,2.69,725,142,13.27,2.53,26721,,4485,1000,201,22.3,4.27,3530,192,64.59,3.22,3515,3075,211,87.48,4.23,1190,222,21.77,4.01
32220,"Marshall, TX",66467,14625,63,22.003,0.09478,8390,12,57.37,0.27,6235,63,42.63,0.25,8585,381,58.7,2.6,350,141,2.39,0.97,1570,313,10.74,2.13,14625,430,161,2.94,1.1,1360,196,9.3,1.34,1990,227,13.61,1.54,28854,,13500,2365,426,17.52,3.14,9280,519,63.45,3.5,9030,8590,513,95.13,1.32,4655,539,31.83,3.68
32260,"Marshalltown, IA",40800,8275,133,20.282,0.32598,5415,23,65.44,1.12,2855,136,34.5,1.11,4600,284,55.59,3.46,630,150,7.61,1.82,1320,220,15.95,2.58,8265,135,62,1.63,0.75,2195,214,26.53,2.34,2475,190,29.91,2.05,31704,,8105,1325,253,16.35,3.12,6015,271,72.69,3.12,5890,5420,313,92.02,2.56,2425,245,29.31,2.99
32280,"Martin, TN",34779,9735,132,27.991,0.37954,8045,26,82.64,1.13,1690,132,17.36,1.13,6840,292,70.26,2.72,745,188,7.65,1.9,1345,205,13.82,2.06,9630,260,115,2.7,1.17,190,115,1.95,1.18,325,132,3.34,1.36,25961,,7755,2605,391,33.59,4.2,5030,379,51.67,3.9,5030,4525,355,89.96,2.84,1815,298,18.64,3.04
32300,"Martinsville, VA",67259,11740,135,17.455,0.20072,6985,89,59.5,0.88,4755,140,40.5,0.87,7030,402,59.88,3.46,725,201,6.18,1.71,960,175,8.18,1.48,11680,555,172,4.75,1.47,765,155,6.52,1.28,1075,139,9.16,1.13,26081,,11510,2820,370,24.5,3.22,6905,428,58.82,3.56,6685,6510,431,97.38,1.42,4010,397,34.16,3.35
32340,"Maryville, MO",23347,9180,95,39.32,0.4069,8135,20,88.62,0.91,1045,95,11.38,0.91,7075,305,77.07,3.1,880,203,9.59,2.21,975,218,10.62,2.39,9150,120,53,1.31,0.59,135,63,1.47,0.69,255,96,2.78,1.05,27650,,6775,3515,386,51.88,4.68,5920,385,64.49,4.19,5760,4835,414,83.94,3.99,780,222,8.5,2.42
32380,"Mason City, IA",51494,9740,98,18.915,0.19031,8910,23,91.48,0.92,830,99,8.52,0.93,5755,378,59.09,3.75,1285,218,13.19,2.25,1630,236,16.74,2.44,9685,305,105,3.15,1.08,210,108,2.16,1.11,490,124,5.03,1.27,30511,,9430,1835,304,19.46,3.1,7760,283,79.67,2.93,7705,7045,308,91.43,2.53,2005,284,20.59,2.9
32420,"Mayag•À_ez, PR",104312,27515,,26.378,,95,48,0.35,0.18,27420,47,99.65,0.18,21370,501,77.67,1.82,1195,220,4.34,0.8,4450,427,16.17,1.55,27515,285,130,1.04,0.47,0,30,,,26285,214,95.53,0.78,17259,,26690,15645,691,58.62,2.58,9455,595,34.36,2.16,9270,8340,600,89.97,2.45,11250,735,40.89,2.67
32460,"Mayfield, KY",37329,7240,162,19.395,0.43398,6130,9,84.67,1.89,1110,162,15.33,1.89,3625,328,50.07,4.29,275,116,3.8,1.62,1090,226,15.06,3.07,7225,125,75,1.73,1.04,590,128,8.15,1.68,940,186,12.98,2.49,30503,,7075,1580,306,22.33,4.34,4865,360,67.2,4.49,4755,4430,342,93.17,2.48,2440,318,33.7,4.3
32500,"Maysville, KY",17452,3360,82,19.253,0.46986,2935,18,87.35,2.14,425,82,12.65,2.14,1980,212,58.93,5.78,120,56,3.57,1.67,365,110,10.86,3.31,3350,65,43,1.94,1.28,30,42,0.89,1.23,110,65,3.27,1.94,29436,,3260,850,207,26.07,6.13,2070,182,61.61,5.09,2075,2025,188,97.59,1.86,1140,212,33.93,6.2
32540,"McAlester, OK",45417,9395,128,20.686,0.28183,6155,21,65.51,0.89,3240,129,34.49,0.9,4470,347,47.58,3.76,545,132,5.8,1.41,830,192,8.83,2.05,9395,475,149,5.06,1.59,245,104,2.61,1.1,430,113,4.58,1.19,29197,,8555,1925,257,22.5,2.94,5755,284,61.26,2.97,5645,5425,288,96.1,1.28,1805,246,19.21,2.64
32580,"McAllen-Edinburg-Mission, TX",790646,194350,107,24.581,0.01353,8490,87,4.37,0.05,185860,151,95.63,0.05,105645,2261,54.36,1.16,4970,545,2.56,0.28,22630,1144,11.64,0.59,194185,3000,462,1.54,0.24,59655,2170,30.69,1.12,172020,1098,88.51,0.57,24315,,191340,63290,2134,33.08,1.11,113710,1480,58.51,0.76,111290,101330,1702,91.05,0.86,85075,2180,43.77,1.12
32620,"McComb, MS",53330,10860,153,20.364,0.28689,4480,100,41.25,0.63,6380,105,58.75,0.63,7060,370,65.01,3.43,375,159,3.45,1.48,845,203,7.78,1.89,10840,210,106,1.94,0.98,105,76,0.97,0.7,365,129,3.36,1.18,22802,,10455,3100,433,29.65,4.14,5720,394,52.67,3.41,5630,5130,377,91.12,3.5,4540,389,41.8,3.55
32660,"McMinnville, TN",39861,7960,120,19.969,0.30105,6595,26,82.85,1.25,1365,119,17.15,1.23,3935,349,49.43,4.42,345,108,4.33,1.35,655,205,8.23,2.56,7960,185,105,2.32,1.31,865,146,10.87,1.75,1075,115,13.51,1.35,26043,,7830,1925,274,24.58,3.54,4650,356,58.42,4.3,4585,4450,365,97.06,1.66,2630,353,33.04,4.47
32700,"McPherson, KS",29297,5675,120,19.371,0.4096,5270,19,92.86,1.95,405,120,7.14,1.95,2945,264,51.89,4.55,415,130,7.31,2.27,1030,172,18.15,3.02,5675,145,62,2.56,1.1,145,67,2.56,1.13,210,86,3.7,1.47,32325,,4955,500,145,10.09,2.85,4230,196,74.54,3.38,4215,3660,196,86.83,3.26,1135,238,20,4.25
32740,"Meadville, PA",88173,17640,69,20.006,0.07826,16530,24,93.71,0.37,1115,69,6.32,0.36,11445,399,64.88,2.27,1120,208,6.35,1.17,2670,268,15.14,1.52,17635,550,131,3.12,0.74,195,63,1.11,0.36,1440,188,8.16,1.06,29661,,15405,3050,353,19.8,2.25,11140,377,63.15,2.14,10945,9260,401,84.6,1.99,5505,419,31.21,2.4
32780,"Medford, OR",205117,41405,201,20.186,0.09799,31910,64,77.07,0.41,9490,213,22.92,0.41,24650,864,59.53,2.08,2805,413,6.77,1.01,5510,572,13.31,1.39,41385,1355,307,3.27,0.74,3135,416,7.57,1,5655,496,13.66,1.19,30020,,40285,9790,822,24.3,2.05,26820,822,64.77,2.04,26095,21980,905,84.23,1.92,10115,765,24.43,1.85
32820,"Memphis, TN-MS-AR",1331931,313460,312,23.534,0.02342,124520,203,39.72,0.07,188945,343,60.28,0.07,216525,2067,69.08,0.66,23895,1076,7.62,0.35,58305,1502,18.6,0.48,312825,6375,591,2.04,0.19,24775,1107,7.9,0.35,32310,1048,10.31,0.33,31113,,301625,68675,1970,22.77,0.65,196000,2111,62.53,0.68,192035,180140,2240,93.81,0.49,106935,2032,34.11,0.65
32860,"Menomonie, WI",43871,13570,121,30.932,0.27581,12425,20,91.56,0.82,1145,120,8.44,0.81,10065,304,74.17,2.11,910,164,6.71,1.21,1870,242,13.78,1.79,13545,260,100,1.92,0.74,415,143,3.06,1.04,985,141,7.26,1.01,30599,,10605,3210,431,30.27,3.75,9070,413,66.84,3.04,8980,7520,401,83.74,2.24,2045,324,15.07,2.36
32900,"Merced, CA",258707,66545,171,25.722,0.0661,16510,116,24.81,0.19,50035,214,75.19,0.19,44060,1036,66.21,1.56,2040,340,3.07,0.51,5280,565,7.93,0.85,66425,890,169,1.34,0.25,18235,1095,27.4,1.63,38980,1063,58.58,1.59,30184,,64360,16915,1251,26.28,1.91,35485,1090,53.32,1.66,34860,31455,1074,90.23,1.24,24785,1063,37.25,1.6
32940,"Meridian, MS",107334,24030,170,22.388,0.15838,11235,29,46.75,0.33,12795,170,53.25,0.33,15855,589,65.98,2.45,1090,276,4.54,1.15,2830,410,11.78,1.69,23300,710,228,3.05,0.98,595,213,2.48,0.88,1180,264,4.91,1.09,25874,,21535,5895,537,27.37,2.5,13210,634,54.97,2.56,13600,12505,589,91.95,1.85,8575,723,35.68,3.01
32980,"Merrill, WI",28650,4730,55,16.51,0.19197,4435,14,93.76,1.15,295,58,6.24,1.15,2670,221,56.45,4.48,480,137,10.15,2.89,430,118,9.09,2.49,4730,90,53,1.9,1.11,55,39,1.16,0.82,130,56,2.75,1.19,31894,,4575,975,225,21.31,4.85,3395,210,71.78,4.4,3360,3115,203,92.71,3.01,1185,208,25.05,4.37
33020,"Mexico, MO",25584,5420,121,21.185,0.47295,4610,20,85.06,1.91,810,121,14.94,1.91,2965,211,54.7,3.48,300,111,5.54,2.07,685,146,12.64,2.72,5410,85,60,1.57,1.12,200,69,3.69,1.24,370,91,6.83,1.68,29132,,4645,900,163,19.38,3.48,3420,222,63.1,3.69,3385,3080,228,90.99,3.29,1275,205,23.52,3.85
33060,"Miami, OK",32029,6745,40,21.059,0.12489,4125,18,61.16,0.45,2620,44,38.84,0.45,3595,179,53.3,2.56,265,50,3.93,0.73,505,84,7.49,1.24,6745,150,41,2.22,0.6,230,50,3.41,0.74,575,72,8.52,1.07,23116,,6130,1675,161,27.32,2.5,4315,175,63.97,2.7,4215,3985,161,94.54,1.51,1670,116,24.76,1.73
