fips,name,population,population18To34,population18To34_me,population18To34_p,population18To34_pme,white,white_me,white_p,white_pme,minority,minority_me,minority_p,minority_pme,neverMarried,neverMarried_me,neverMarried_p,neverMarried_pme,liveAlone,liveAlone_me,liveAlone_p,liveAlone_pme,educationBachelor,educationBachelor_me,educationBachelor_p,educationBachelor_pme,civilian,veteran,veteran_me,veteran_p,veteran_pme,foreignBorn,foreignBorn_me,foreignBorn_p,foreignBorn_pme,otherLanguage,otherLanguage_me,otherLanguage_p,otherLanguage_pme,medianEarnings,medianEarnings_me,povertyUniverse,poverty,poverty_me,poverty_p,poverty_pme,employed,employed_me,employed_p,employed_pme,commuter,droveToWork,droveToWork_me,droveToWork_p,droveToWork_pme,liveWithParent,liveWithParent_me,liveWithParent_p,liveWithParent_pme
10100,"Aberdeen, SD",41033,9215,218,22.458,0.53128,8165,77,88.61,1.82,1050,192,11.39,1.83,5480,389,59.47,3.88,930,195,10.09,2.14,1915,295,20.78,3.17,9175,140,60,1.53,0.64,345,136,3.74,1.44,550,190,5.97,2.01,32540,,8360,1335,275,15.97,3.2,7245,323,78.62,3.14,7235,6440,313,89.01,2.4,1425,318,15.46,3.41
10140,"Aberdeen, WA",72092,14620,104,20.28,0.14426,10775,26,73.7,0.52,3845,102,26.3,0.52,9060,469,61.97,3.09,655,180,4.48,1.23,1090,215,7.46,1.46,14565,335,147,2.3,1.01,1530,190,10.47,1.3,2095,169,14.33,1.13,31235,,13315,3520,459,26.44,3.42,7945,417,54.34,2.89,7835,6935,364,88.51,2.37,4035,583,27.6,3.95
10180,"Abilene, TX",166202,45640,439,27.461,0.26414,28480,78,62.4,0.6,17160,438,37.6,0.61,27780,966,60.87,1.97,3240,405,7.1,0.88,6400,613,14.02,1.34,43050,2325,393,5.4,0.91,2570,344,5.63,0.74,7190,548,15.75,1.13,26977,,37965,8965,814,23.61,2.1,26085,907,57.15,2.2,28290,25730,929,90.95,1.38,8445,710,18.5,1.63
10220,"Ada, OK",37700,9765,71,25.902,0.18833,6210,21,63.59,0.46,3555,70,36.41,0.45,5500,351,56.32,3.61,860,171,8.81,1.75,1690,234,17.31,2.4,9725,210,84,2.16,0.87,320,103,3.28,1.04,595,127,6.09,1.3,29167,,9035,2435,267,26.95,2.81,6925,295,70.92,3.06,6820,6320,316,92.67,1.57,1835,229,18.79,2.34
10260,"Adjuntas, PR",19334,4475,,23.146,,10,21,0.22,0.49,4465,21,99.78,0.49,2985,174,66.7,3.89,130,65,2.91,1.46,730,145,16.31,3.23,4475,15,22,0.34,0.49,0,20,,,4230,103,94.53,2.3,16833,,4470,2680,258,59.96,5.75,1455,214,32.51,4.79,1450,1300,224,89.66,5.53,2740,217,61.23,4.84
10300,"Adrian, MI",99505,20515,93,20.617,0.09346,17165,14,83.67,0.4,3350,97,16.33,0.4,13525,415,65.93,2.03,1150,221,5.61,1.08,2385,290,11.63,1.43,20515,495,139,2.41,0.68,560,169,2.73,0.82,1015,203,4.95,0.99,29204,,18095,3835,397,21.19,2.24,12960,513,63.17,2.51,12720,11375,465,89.43,1.83,6550,484,31.93,2.38
10380,"Aguadilla-Isabela, PR",335269,75070,,22.391,,1260,255,1.68,0.34,73810,255,98.32,0.33,50380,923,67.11,1.23,1525,291,2.03,0.39,12985,829,17.3,1.1,75035,615,180,0.82,0.24,0,30,,,72760,326,96.92,0.43,16582,,74290,41785,1198,56.25,1.62,28225,1044,37.6,1.39,27705,25670,1055,92.65,1.3,42455,1214,56.55,1.62
10420,"Akron, OH",704979,160885,179,22.821,0.02539,127475,143,79.23,0.12,33405,216,20.76,0.12,114245,1466,71.01,0.92,13680,885,8.5,0.55,36705,1408,22.81,0.88,160615,3570,450,2.22,0.28,8055,548,5.01,0.34,11040,725,6.86,0.45,32175,,152145,35070,1371,23.05,0.88,108835,1358,67.65,0.84,106265,98405,1377,92.6,0.61,49145,1345,30.55,0.84
10460,"Alamogordo, NM",64767,15760,153,24.333,0.23623,7515,68,47.68,0.7,8245,182,52.32,0.7,7940,541,50.38,3.38,815,253,5.17,1.6,1290,299,8.19,1.89,13790,1230,315,8.92,2.23,2330,390,14.78,2.45,4645,401,29.47,2.56,25969,,14260,3530,522,24.75,3.55,7720,424,48.98,2.66,9545,8860,514,92.82,2.27,3995,614,25.35,3.87
10500,"Albany, GA",157177,37535,237,23.881,0.15079,12955,117,34.51,0.34,24580,238,65.49,0.34,26420,762,70.39,1.92,2475,326,6.59,0.86,3460,418,9.22,1.11,37145,1060,218,2.85,0.59,1150,256,3.06,0.67,1740,250,4.64,0.66,25954,,34625,11280,842,32.58,2.26,19850,729,52.88,1.92,19595,17755,633,90.61,1.55,11025,710,29.37,1.88
10540,"Albany, OR",117648,24580,154,20.893,0.1309,20545,27,83.58,0.54,4035,158,16.42,0.54,13755,689,55.96,2.76,1180,242,4.8,0.98,3235,382,13.16,1.55,24470,955,252,3.9,1.03,1560,326,6.35,1.33,2430,348,9.89,1.43,31166,,24425,6250,650,25.59,2.61,15175,625,61.74,2.54,15010,13485,710,89.84,2.14,6225,540,25.33,2.25
10580,"Albany-Schenectady-Troy, NY",873238,203990,165,23.36,0.0189,157335,166,77.13,0.1,46655,231,22.87,0.1,150895,1522,73.97,0.75,17405,821,8.53,0.4,59555,1342,29.2,0.66,202460,4155,483,2.05,0.24,16640,974,8.16,0.48,23415,1113,11.48,0.55,37249,,182610,30750,1393,16.84,0.74,138020,1688,67.66,0.82,136430,116410,1723,85.33,0.67,61760,1528,30.28,0.75
10620,"Albemarle, NC",60529,12280,102,20.288,0.16851,9470,29,77.12,0.64,2810,103,22.88,0.65,8035,370,65.43,3.02,500,167,4.07,1.35,1430,271,11.64,2.21,12280,150,82,1.22,0.67,670,143,5.46,1.14,1260,171,10.26,1.35,29925,,11315,2215,337,19.58,2.98,7385,406,60.14,3.24,7215,6930,412,96.05,1.22,4315,392,35.14,3.23
10660,"Albert Lea, MN",31129,5575,73,17.909,0.23451,4530,21,81.26,1.18,1050,77,18.83,1.14,3725,215,66.82,3.95,560,127,10.04,2.24,515,105,9.24,1.87,5575,110,75,1.97,1.35,260,120,4.66,2.14,540,165,9.69,2.91,30214,,5515,840,169,15.23,3.07,4415,162,79.19,2.81,4290,3975,185,92.66,1.9,1675,194,30.04,3.55
10700,"Albertville, AL",93699,19705,80,21.03,0.08538,14860,8,75.41,0.31,4840,81,24.56,0.32,10195,596,51.74,2.99,590,157,2.99,0.8,1965,325,9.97,1.65,19700,415,123,2.11,0.62,3680,187,18.68,0.95,4105,204,20.83,1.02,25215,,19425,4555,506,23.45,2.58,12450,529,63.18,2.64,12070,11695,507,96.89,1.09,6805,574,34.53,2.9
10740,"Albuquerque, NM",893241,212040,216,23.738,0.02418,72915,133,34.39,0.07,139125,261,65.61,0.07,138385,2160,65.26,1.02,17275,987,8.15,0.47,37985,1305,17.91,0.62,210370,7055,599,3.35,0.28,24685,1657,11.64,0.78,65215,2120,30.76,1,30862,,207050,47570,1857,22.98,0.89,139235,1822,65.66,0.85,138145,125385,1938,90.76,0.66,61085,1656,28.81,0.78
10780,"Alexandria, LA",154147,34505,156,22.384,0.1012,20285,20,58.79,0.27,14220,158,41.21,0.27,22275,730,64.56,2.1,2105,338,6.1,0.98,4030,445,11.68,1.29,34220,1285,314,3.76,0.92,1010,223,2.93,0.64,2200,315,6.38,0.9,26396,,31515,6900,704,21.89,2.18,20890,709,60.54,1.97,20635,19120,772,92.66,1.66,12125,707,35.14,2.02
10820,"Alexandria, MN",36264,7010,64,19.33,0.17648,6800,18,97,0.88,210,65,3,0.89,3785,285,53.99,4.1,625,158,8.92,2.24,1245,235,17.76,3.33,7000,145,75,2.07,1.08,60,38,0.86,0.54,160,56,2.28,0.8,32332,,6935,1435,290,20.69,4.2,5580,236,79.6,3.31,5515,5225,250,94.74,1.65,935,247,13.34,3.53
10860,"Alice, TX",41217,9075,71,22.018,0.17226,1390,27,15.32,0.13,7685,71,84.68,0.13,5245,417,57.8,4.6,305,149,3.36,1.64,655,170,7.22,1.86,9040,205,130,2.27,1.44,320,139,3.53,1.53,4150,421,45.73,4.66,30801,,8935,1955,336,21.88,3.76,5360,387,59.06,4.27,5225,5090,365,97.42,1.56,3465,457,38.18,5.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",823731,168645,167,20.473,0.02027,119230,215,70.7,0.14,49415,270,29.3,0.14,116310,1300,68.97,0.78,9355,580,5.55,0.34,39930,1126,23.68,0.66,168515,3295,442,1.96,0.26,16400,944,9.72,0.56,34395,1203,20.39,0.71,35298,,155400,23575,1266,15.17,0.81,113305,1512,67.19,0.9,110610,99305,1667,89.78,0.7,60795,1498,36.05,0.88
10940,"Alma, MI",42148,10360,187,24.58,0.44367,8170,5,78.86,1.42,2190,189,21.14,1.44,7340,375,70.85,2.92,585,176,5.65,1.73,840,157,8.11,1.57,10355,105,42,1.01,0.42,225,79,2.17,0.74,665,176,6.42,1.64,26026,,6950,2080,376,29.93,3.83,5105,314,49.28,3.27,5020,4330,414,86.25,5.21,1800,353,17.37,3.57
10980,"Alpena, MI",29399,5070,71,17.245,0.2415,4865,19,95.96,1.33,205,69,4.04,1.3,3075,197,60.65,3.83,455,122,8.97,2.39,495,124,9.76,2.38,5035,120,69,2.38,1.37,90,58,1.78,1.12,200,78,3.94,1.5,27473,,4965,1345,229,27.09,4.5,3400,219,67.06,4.32,3295,3075,221,93.32,2.54,1445,194,28.5,3.84
11020,"Altoona, PA",126940,25950,103,20.443,0.08114,24255,24,93.47,0.37,1695,103,6.53,0.37,17020,611,65.59,2.34,1430,258,5.51,0.99,4940,483,19.04,1.86,25950,1120,237,4.32,0.92,360,100,1.39,0.38,960,144,3.7,0.56,30249,,24835,5135,519,20.68,2.09,17690,559,68.17,2.13,17305,15815,687,91.39,1.79,8155,554,31.43,2.13
11060,"Altus, OK",26280,6515,70,24.791,0.26636,3980,8,61.09,0.69,2535,71,38.91,0.67,3115,300,47.81,4.56,525,141,8.06,2.17,895,191,13.74,2.93,5500,785,255,14.27,4.55,375,122,5.76,1.87,1045,183,16.04,2.78,29681,,6060,1115,236,18.4,3.88,3645,318,55.95,4.78,4600,4060,297,88.26,4.34,985,254,15.12,3.88
11100,"Amarillo, TX",254583,62555,152,24.572,0.05971,35725,66,57.11,0.14,26825,141,42.88,0.14,35690,938,57.05,1.5,5505,531,8.8,0.85,10030,624,16.03,1,62430,1560,272,2.5,0.44,7515,712,12.01,1.14,15650,770,25.02,1.22,29951,,59935,12700,769,21.19,1.26,45105,743,72.1,1.2,44490,41800,748,93.95,0.82,14830,956,23.71,1.52
11140,"Americus, GA",37116,9190,207,24.76,0.55771,3480,132,37.87,1.13,5710,164,62.13,1.15,6675,306,72.63,3.13,515,172,5.6,1.88,890,204,9.68,2.21,9120,310,146,3.4,1.59,575,150,6.26,1.59,1110,208,12.08,2.22,29317,,7905,2990,404,37.82,5.12,5045,356,54.9,3.47,4915,4600,382,93.59,2.9,2695,438,29.33,4.73
11180,"Ames, IA",90750,39640,144,43.68,0.15868,32985,34,83.21,0.32,6655,150,16.79,0.32,30970,562,78.13,1.42,4055,445,10.23,1.12,10690,602,26.97,1.52,39585,585,169,1.48,0.43,4680,360,11.81,0.9,4545,395,11.47,0.98,32954,,32015,13550,762,42.32,2.36,26020,756,65.64,1.87,25415,18920,719,74.44,2.12,2140,299,5.4,0.76
11220,"Amsterdam, NY",50019,9900,51,19.792,0.10196,7880,3,79.6,0.4,2020,49,20.4,0.39,6955,311,70.25,3.14,670,156,6.77,1.57,1365,188,13.79,1.91,9865,255,92,2.58,0.93,305,122,3.08,1.24,1640,160,16.57,1.6,30543,,9780,2115,299,21.63,3.07,6550,332,66.16,3.34,6250,5675,320,90.8,2.51,3600,331,36.36,3.34
11260,"Anchorage, AK",386756,101055,89,26.129,0.02301,64315,107,63.64,0.13,36740,148,36.36,0.13,58170,1098,57.56,1.08,6470,596,6.4,0.59,18615,696,18.42,0.69,93945,6725,510,7.16,0.55,7820,613,7.74,0.61,15735,951,15.57,0.94,38854,,96635,9700,755,10.04,0.79,65470,1236,64.79,1.21,70975,61535,1256,86.7,1.09,25950,1218,25.68,1.21
11380,"Andrews, TX",15554,3330,147,21.409,0.94509,1170,104,35.14,2.38,2165,109,65.02,2.43,1590,248,47.75,7.6,190,112,5.71,3.37,315,152,9.46,4.42,3330,135,99,4.05,2.98,480,167,14.41,4.96,1620,231,48.65,6.79,43224,,3330,420,153,12.61,4.7,2135,218,64.11,6.32,2065,2065,243,100,1.56,1190,265,35.74,7.91
11420,"Angola, IN",34190,7185,36,21.015,0.10529,6350,136,88.38,1.88,835,136,11.62,1.89,4600,260,64.02,3.59,510,184,7.1,2.56,830,187,11.55,2.61,7185,165,78,2.3,1.08,235,90,3.27,1.25,390,99,5.43,1.37,30225,,6145,1220,215,19.85,3.4,4750,251,66.11,3.45,4675,4365,261,93.37,2.12,1615,307,22.48,4.27
11460,"Ann Arbor, MI",348560,110235,81,31.626,0.02324,74805,85,67.86,0.09,35430,108,32.14,0.08,85540,791,77.6,0.71,12335,636,11.19,0.58,38570,1101,34.99,0.99,110160,1705,403,1.55,0.37,14755,801,13.39,0.73,18750,816,17.01,0.74,34051,,95145,27925,1188,29.35,1.17,67470,1106,61.21,1,65390,47070,1086,71.98,1.31,19130,991,17.35,0.9
11500,"Anniston-Oxford-Jacksonville, AL",117714,27265,144,23.162,0.12233,18325,62,67.21,0.44,8935,159,32.77,0.43,16710,567,61.29,2.1,2020,309,7.41,1.14,3060,463,11.22,1.69,27180,865,184,3.18,0.68,965,226,3.54,0.83,1665,319,6.11,1.17,27259,,25580,7475,667,29.22,2.56,15735,627,57.71,2.24,15375,14580,606,94.83,1.29,8205,624,30.09,2.28
11540,"Appleton, WI",227301,48715,152,21.432,0.06687,42260,74,86.75,0.29,6455,160,13.25,0.29,29385,711,60.32,1.42,3810,432,7.82,0.88,10545,600,21.65,1.24,48675,1290,265,2.65,0.54,2815,341,5.78,0.7,4850,290,9.96,0.59,35761,,47115,5035,651,10.69,1.38,39195,590,80.46,1.2,38630,35365,671,91.55,1.21,14060,721,28.86,1.49
11580,"Arcadia, FL",34651,8350,129,24.097,0.37228,3015,29,36.11,0.56,5335,130,63.89,0.57,5745,343,68.8,3.84,205,115,2.46,1.37,125,78,1.5,0.93,8350,165,94,1.98,1.12,2385,378,28.56,4.53,3635,182,43.53,2.12,23686,,7370,2610,433,35.41,5.93,4420,415,52.93,5.05,4365,3410,454,78.12,8.21,2655,413,31.8,4.85
11620,"Ardmore, OK",47904,9870,141,20.604,0.29434,6620,21,67.07,0.96,3255,142,32.98,0.97,5580,364,56.53,3.67,670,167,6.79,1.69,1195,285,12.11,2.87,9865,230,80,2.33,0.81,380,166,3.85,1.65,630,177,6.38,1.75,27596,,9770,1615,268,16.53,2.68,6590,262,66.77,2.61,6555,5955,264,90.85,2.51,3185,324,32.27,3.28
11640,"Arecibo, PR",197661,44565,,22.546,,170,88,0.38,0.2,44390,88,99.61,0.2,29535,768,66.27,1.72,850,204,1.91,0.46,7485,621,16.8,1.39,44545,350,152,0.79,0.34,0,30,,,43105,295,96.72,0.66,17465,,43810,21065,985,48.08,2.25,18235,807,40.92,1.81,17760,17180,828,96.73,0.82,22865,840,51.31,1.88
11660,"Arkadelphia, AR",22912,7280,100,31.774,0.43645,5175,22,71.09,0.97,2105,101,28.91,0.99,5515,228,75.76,3.01,485,155,6.66,2.09,820,228,11.26,3.11,7280,250,126,3.43,1.74,370,123,5.08,1.66,495,113,6.8,1.49,24149,,4900,1910,342,38.98,6.07,3735,328,51.3,4.52,3640,3185,323,87.5,3.89,1420,331,19.51,4.56
11680,"Arkansas City-Winfield, KS",36232,7975,139,22.011,0.38364,6120,22,76.74,1.35,1855,140,23.26,1.36,4720,300,59.18,3.69,380,110,4.76,1.36,985,197,12.35,2.47,7970,240,115,3.01,1.42,490,109,6.14,1.38,1005,150,12.6,1.86,28375,,7010,1785,242,25.46,3.44,5075,315,63.64,3.51,5040,4665,303,92.56,2.02,1630,231,20.44,2.88
11700,"Asheville, NC",429177,85470,250,19.915,0.05825,69435,54,81.24,0.24,16030,249,18.76,0.24,51955,1113,60.79,1.31,7240,632,8.47,0.74,18365,980,21.49,1.14,85095,2075,416,2.44,0.49,7955,713,9.31,0.83,9795,654,11.46,0.76,29313,,81565,19260,1056,23.61,1.27,59480,1058,69.59,1.21,58460,52855,1161,90.41,1.02,20310,1081,23.76,1.27
11740,"Ashland, OH",53234,11540,115,21.678,0.21603,10950,27,94.89,0.95,595,116,5.16,0.95,7340,398,63.6,3.36,615,155,5.33,1.33,1430,302,12.39,2.58,11515,305,120,2.65,1.04,475,203,4.12,1.75,675,219,5.85,1.89,29366,,9930,1810,373,18.23,3.63,7305,333,63.3,2.81,7150,6400,352,89.51,2.16,3360,413,29.12,3.6
11780,"Ashtabula, OH",100835,19055,202,18.897,0.20033,16635,54,87.3,0.98,2420,211,12.7,0.98,11825,488,62.06,2.59,950,232,4.99,1.23,1675,251,8.79,1.3,19015,420,144,2.21,0.75,345,195,1.81,1.02,1570,310,8.24,1.62,29254,,18030,4885,461,27.09,2.54,11265,455,59.12,2.24,11030,10170,492,92.2,2.1,6325,431,33.19,2.3
11820,"Astoria, OR",37157,7475,118,20.117,0.31757,6170,20,82.54,1.36,1305,122,17.46,1.36,4415,292,59.06,3.87,555,189,7.42,2.52,865,170,11.57,2.28,7080,185,76,2.61,1.08,620,128,8.29,1.66,855,131,11.44,1.65,27463,,6985,1695,376,24.27,5.26,4655,322,62.27,4.2,4955,4045,258,81.63,3.35,1995,298,26.69,4.01
11860,"Atchison, KS",16839,4225,93,25.091,0.55229,3660,35,86.63,2.04,565,98,13.37,2.04,3130,203,74.08,4.03,285,125,6.75,2.92,770,256,18.22,6.06,4225,20,23,0.47,0.55,50,57,1.18,1.35,100,74,2.37,1.76,30368,,3375,950,214,28.15,6.04,2540,230,60.12,5.61,2510,2085,232,83.07,5.14,890,233,21.07,5.62
11900,"Athens, OH",64811,28325,191,43.704,0.2947,24825,27,87.64,0.59,3505,192,12.37,0.59,23895,513,84.36,1.78,2105,297,7.43,1.05,4260,517,15.04,1.82,28325,315,98,1.11,0.35,1645,224,5.81,0.78,1730,288,6.11,1.01,30390,,19340,10500,703,54.29,2.94,13275,757,46.87,2.7,12640,8235,617,65.15,3.84,3150,497,11.12,1.76
11940,"Athens, TN",52338,9970,201,19.049,0.38404,8810,29,88.37,1.78,1155,200,11.58,1.77,5450,436,54.66,4.1,495,130,4.96,1.31,1455,230,14.59,2.31,9880,210,100,2.13,1,325,174,3.26,1.72,470,165,4.71,1.6,30044,,9585,2115,371,22.07,3.74,6495,392,65.15,3.47,6525,6130,396,93.95,2.5,3420,413,34.3,4.14
11980,"Athens, TX",78636,14475,158,18.408,0.20093,10695,30,73.89,0.8,3780,160,26.11,0.82,7795,485,53.85,3.28,650,202,4.49,1.39,1080,250,7.46,1.73,14470,395,126,2.73,0.87,1535,215,10.6,1.5,1915,217,13.23,1.49,26770,,14025,3170,415,22.6,3.03,9100,552,62.87,3.55,8870,8350,560,94.14,2.3,4690,472,32.4,3.25
12020,"Athens-Clarke County, GA",194878,69450,261,35.638,0.13393,47955,31,69.05,0.26,21495,261,30.95,0.26,54375,901,78.29,1.19,5660,412,8.15,0.6,16375,908,23.58,1.32,69295,830,246,1.2,0.35,6965,416,10.03,0.59,8425,519,12.13,0.75,28708,,59635,26730,988,44.82,1.47,37165,1108,53.51,1.62,36710,30885,1214,84.13,1.69,11895,985,17.13,1.39
12060,"Atlanta-Sandy Springs-Roswell, GA",5379176,1267610,759,23.565,0.01411,549855,352,43.38,0.04,717755,792,56.62,0.04,825850,5189,65.15,0.41,107420,2868,8.47,0.23,321365,4141,25.35,0.33,1265390,27830,1558,2.2,0.12,234860,3504,18.53,0.28,282005,3412,22.25,0.27,34573,,1218450,224650,4587,18.44,0.38,821330,3931,64.79,0.31,804985,711920,4163,88.44,0.29,386875,3986,30.52,0.32
12100,"Atlantic City-Hammonton, NJ",274960,57660,60,20.97,0.02182,29040,79,50.36,0.15,28620,106,49.64,0.15,40945,887,71.01,1.53,2875,434,4.99,0.75,10460,635,18.14,1.1,57470,1045,261,1.82,0.45,12075,749,20.94,1.3,18690,753,32.41,1.31,32593,,53385,9505,854,17.8,1.58,36845,944,63.9,1.64,35775,28805,1062,80.52,1.78,21715,921,37.66,1.59
12140,"Auburn, IN",42253,8375,102,19.821,0.2414,7985,11,95.34,1.17,390,102,4.66,1.16,4735,294,56.54,3.62,515,140,6.15,1.67,1170,227,13.97,2.69,8370,235,133,2.81,1.6,75,47,0.9,0.55,310,120,3.7,1.43,33365,,8345,1300,277,15.58,3.3,5660,349,67.58,4.08,5505,5180,339,94.1,2,2815,330,33.61,3.87
12180,"Auburn, NY",79767,16535,78,20.729,0.09778,14140,15,85.52,0.42,2395,81,14.48,0.42,11545,356,69.82,2.13,1035,232,6.26,1.4,2470,286,14.94,1.73,16515,500,143,3.03,0.87,530,138,3.21,0.84,1065,180,6.44,1.08,34347,,14900,2740,399,18.39,2.66,11250,396,68.04,2.35,10970,9765,417,89.02,2.63,5265,362,31.84,2.17
12220,"Auburn-Opelika, AL",144405,49885,137,34.545,0.09487,35780,80,71.72,0.26,14105,161,28.28,0.26,36080,714,72.33,1.42,6720,543,13.47,1.09,10260,616,20.57,1.23,49160,1105,281,2.25,0.57,3090,486,6.19,0.97,4305,475,8.63,0.95,31816,,45360,17560,1026,38.71,2.21,27350,927,54.83,1.86,27230,24435,862,89.74,1.44,7595,738,15.23,1.48
12260,"Augusta-Richmond County, GA-SC",570516,133270,286,23.36,0.05013,68050,56,51.06,0.12,65220,297,48.94,0.12,87600,1748,65.73,1.28,8995,673,6.75,0.51,21560,1098,16.18,0.82,127425,5750,686,4.51,0.53,6370,700,4.78,0.52,10615,797,7.97,0.6,31254,,125870,28000,1440,22.25,1.14,77100,1516,57.85,1.14,81480,75760,1477,92.98,0.7,46435,1671,34.84,1.24
12300,"Augusta-Waterville, ME",121757,23910,164,19.637,0.13469,22300,14,93.27,0.64,1610,166,6.73,0.64,15095,509,63.13,2.11,1610,273,6.73,1.15,3795,457,15.87,1.92,23785,815,180,3.43,0.76,620,194,2.59,0.8,1215,295,5.08,1.22,30857,,22145,4245,490,19.17,2.22,16360,530,68.42,2.19,16165,14295,596,88.43,2.2,6080,536,25.43,2.21
12380,"Austin, MN",39252,7865,162,20.037,0.41272,5950,18,75.65,1.56,1915,163,24.35,1.57,4860,317,61.79,3.65,590,147,7.5,1.87,835,147,10.62,1.9,7865,180,102,2.29,1.28,1325,235,16.85,2.79,1710,199,21.74,2.28,31153,,7810,1945,328,24.9,4.15,6000,301,76.29,3.11,5940,5230,291,88.05,2.78,2045,295,26,3.79
12420,"Austin-Round Rock, TX",1782032,502630,339,28.205,0.01902,251415,327,50.02,0.07,251215,457,49.98,0.07,326385,3277,64.94,0.65,54260,1533,10.8,0.3,147360,2201,29.32,0.44,501370,13080,969,2.61,0.19,93270,2171,18.56,0.44,153930,2009,30.62,0.4,34945,,479005,102350,2942,21.37,0.59,351965,2524,70.02,0.5,346855,298965,2736,86.19,0.47,95080,2613,18.92,0.52
12460,"Bainbridge, GA",27676,6070,123,21.932,0.44443,2640,81,43.49,1.62,3430,150,56.51,1.63,4225,351,69.6,5.93,335,147,5.52,2.43,600,225,9.88,3.74,6040,40,36,0.66,0.6,455,187,7.5,3,325,125,5.35,2.04,26500,,5525,1875,313,33.94,5.79,2950,301,48.6,4.79,2935,2480,268,84.5,4.79,1735,265,28.58,4.35
12540,"Bakersfield, CA",848204,219460,111,25.873,0.01309,68745,188,31.32,0.09,150715,236,68.68,0.09,136325,1815,62.12,0.82,6555,565,2.99,0.26,19465,1051,8.87,0.48,217575,5940,599,2.73,0.28,50735,1688,23.12,0.77,103515,1648,47.17,0.75,30572,,203910,48480,1535,23.78,0.72,122390,1871,55.77,0.86,120200,111045,1646,92.38,0.62,69465,1734,31.65,0.79
12580,"Baltimore-Columbia-Towson, MD",2734044,642105,411,23.486,0.01503,349185,228,54.38,0.05,292925,485,45.62,0.05,453860,3455,70.68,0.53,47930,1454,7.46,0.23,191150,3424,29.77,0.52,631985,20555,1195,3.25,0.19,75395,1739,11.74,0.27,90120,1915,14.04,0.3,41807,,604065,80955,2518,13.4,0.41,434350,2579,67.64,0.41,434770,364670,2768,83.88,0.51,210935,3024,32.85,0.47
12620,"Bangor, ME",153649,37530,163,24.426,0.10609,35070,23,93.45,0.4,2460,165,6.55,0.41,26080,632,69.49,1.64,2325,307,6.2,0.82,6445,601,17.17,1.6,37425,1185,255,3.17,0.68,885,186,2.36,0.5,1750,312,4.66,0.83,30153,,32870,9770,735,29.72,2.14,24515,599,65.32,1.56,23810,20745,649,87.13,1.42,6810,666,18.15,1.78
12660,"Baraboo, WI",62353,12335,111,19.783,0.17802,11045,17,89.54,0.81,1290,109,10.46,0.8,7220,358,58.53,2.88,1200,194,9.73,1.58,2005,272,16.25,2.2,12305,410,158,3.33,1.28,685,187,5.55,1.49,1265,232,10.26,1.85,31082,,12135,1975,386,16.28,3.19,9355,345,75.84,2.65,9180,8535,348,92.97,1.55,2960,358,24,2.92
12680,"Bardstown, KY",43905,9285,122,21.148,0.27787,8255,24,88.91,1.17,1025,122,11.04,1.17,5315,371,57.24,4.21,590,219,6.35,2.35,1300,251,14,2.7,9285,140,80,1.51,0.86,170,84,1.83,0.89,290,106,3.12,1.11,31442,,9195,1995,402,21.7,4.36,6140,380,66.13,4.15,5900,5725,389,97.03,1.61,2635,372,28.38,4.07
12700,"Barnstable Town, MA",215449,32510,209,15.089,0.09701,28495,117,87.65,0.65,4015,231,12.35,0.64,23245,753,71.5,2.23,2075,439,6.38,1.35,7040,584,21.65,1.78,31990,760,191,2.38,0.6,3275,576,10.07,1.77,3785,501,11.64,1.54,36134,,31610,3780,534,11.96,1.68,22875,564,70.36,1.67,22950,20910,610,91.11,1.63,13885,836,42.71,2.51
12740,"Barre, VT",59427,11870,131,19.974,0.22044,11045,8,93.05,1.02,825,130,6.95,1.02,8445,290,71.15,2.32,985,204,8.3,1.7,2710,273,22.83,2.33,11830,310,104,2.62,0.87,310,90,2.61,0.76,445,123,3.75,1.04,32908,,10105,1630,280,16.13,2.71,7835,353,66.01,2.72,7695,6365,348,82.72,2.84,2985,398,25.15,3.32
12780,"Bartlesville, OK",51329,10150,205,19.774,0.39938,7135,23,70.3,1.42,3015,205,29.7,1.42,5170,298,50.94,2.82,870,175,8.57,1.75,1915,265,18.87,2.5,10150,225,85,2.22,0.83,610,190,6.01,1.79,880,204,8.67,1.92,29881,,9770,1825,339,18.68,3.32,7120,279,70.15,2.67,6950,6555,313,94.32,1.83,2220,311,21.87,3.03
12820,"Bastrop, LA",27603,5760,58,20.867,0.21012,2480,22,43.06,0.44,3275,59,56.86,0.48,3775,245,65.54,4.29,280,129,4.86,2.22,300,131,5.21,2.26,5760,155,87,2.69,1.51,50,57,0.87,0.99,120,75,2.08,1.29,21949,,5490,1610,257,29.33,4.57,3080,251,53.47,4.33,2985,2905,255,97.32,2.23,2095,309,36.37,5.46
12860,"Batavia, NY",59872,12250,130,20.46,0.21713,10670,10,87.1,0.96,1580,133,12.9,0.95,7850,388,64.08,3.09,700,155,5.71,1.26,2495,320,20.37,2.56,12225,295,90,2.41,0.74,560,212,4.57,1.72,625,194,5.1,1.56,31737,,12150,2225,282,18.31,2.29,8685,309,70.9,2.33,8595,7880,335,91.68,2.26,4455,364,36.37,2.99
